,Kanji,Word,Meaning
24,追分,おいわけ,"ทางสามแพร่ง,ทำนองเพลงพื้นเมืองประเภทหนึ่ง เอื้อนเสียงเศร้าสร้อย"
25,凹,おう,"โพรง,หลุม,เว้า"
26,王,おう,ราชา
27,翁,おう,"ชายชรา,ท่านผู้เฒ่า"
28,負う,おう,"แบก(ภาระ เด็ก),รับ(หน้าที่),ได้รับ(บาดเจ็บ),เป็นหนี้"
29,追う,おう,"ไล่ตามหลังมาติด ๆ,ไล่กวด"
30,欧亜,おうあ,ทวีปยุโรปและทวีปเอเชีย
31,王位,おうい,ราชบัลลังก์
32,横溢,おういつ,ท่วมท้น
33,押印,おういん,การประทับตรา
34,押韻,おういん,"(เสียงในคำประพันธ์)สัมผัสกัน,คล้องจองกัน"
35,"<a href=""/dictionary/show/3871"">応援</a>",おうえん,"การให้กำลังใจ,การเอาใจช่วย,การเชียร์"
36,応援歌,おうえんか,เพลงเชียร์
37,"<a href=""/dictionary/show/3873"">応援する</a>",おうえんする,"เชียร์,เอาใจช่วย"
38,往往,おうおう,"บ่อยครั้ง,เสมอ ๆ,เป็นประจำ"
39,往々,おうおう,"บ่อยครั้ง,เสมอ ๆ,เป็นประจำ"
40,桜花,おうか,ดอกซากุระ
41,欧化,おうか,อย่างยุโรป
42,横臥,おうが,การนอนตะแคง
43,横隔膜,おうかくまく,กะบังลม
44,王冠,おうかん,มงกุฏของกษัตริย์
45,扇,おうぎ,พัดแบบคลี่
46,奥義,おうぎ,หัวใจหรือแก่นแท้ของศาสตร์
47,扇形,おうぎがた,ลักษณะเป็นรูปพัด
48,応急,おうきゅう,"เป็นการฉุกเฉิก,เป็นการเร่งด่วน,เฉพาะหน้า,เฉพาะกิจ"
49,王宮,おうきゅう,พระบรมมหาราชวัง
50,応急処置,おうきゅうしょち,การปฐมพยาบาลเบื้องต้น
51,応急手当,おうきゅうてあて,การปฐมพยาบาลเบื้องต้น
52,王宮前広場,おうきゅうまえひろば,สนามหลวง
53,黄玉,おうぎょく,บุษราคัม
54,黄玉石,おうぎょくせき,บุษราคัม
55,王家,おうけ,ราชวงศ์
56,横行,おうこう,1.การเดินหันข้าง 2.การเดินเพ่นพ่าน 3.การเกิดปัญหามากมายในเรื่องไม่ดี 4.ทำตามอำเภอใจ
57,王国,おうこく,ประเทศที่มีกษัตริย์เป็นประมุข
58,黄金,おうごん,ทองคำ
59,黄金時代,おうごんじだい,ยุคทอง
60,王座,おうざ,"ราชบัลลังก์,ความเป็นที่หนึ่ง,ความเป็นเจ้า(ในวงการ)"
61,応札,おうさつ,การยื่นประมูล
62,殴殺,おうさつ,การทุบตีจนตาย
63,横座標,おうざひょう,"ระยะในวิชาเรขาคณิตที่วัดตามขวาง,จุดบนแนวนอนที่ขนานกับแกน y"
64,王様,おうさま,"ราชา,กษัตริย์"
65,王様用語,おうさまようご,คำราชาศัพท์
66,横死,おうし,"การตายโหง,การตายด้วยอุบัติเหตุหรือฆาตกรรม"
67,牡牛,おうし,วัวตัวผู้
68,雄牛,おうし,วัวตัวผู้
69,往事,おうじ,เรื่องในอดีต
70,王子,おうじ,เจ้าชาย
71,皇子,おうじ,เจ้าชาย
72,牡牛座,おうしざ,ราศีพฤษภ
73,王室,おうしつ,พระราชวงศ์
74,王者,おうじゃ,กษัตริย์
75,応手,おうしゅ,การเดินหมากรับมือ
76,応酬,おうしゅう,"1.การโต้ตอบ,การตอบโต้,การทำคืนให้ 2.การตอบกลับ"
77,押収,おうしゅう,"การยึดเอาไป,การรับ,การอายัดไว้"
78,欧州,おうしゅう,ยุโรป
79,欧洲,おうしゅう,ทวีปยุโรป
80,欧州中央銀行,おうしゅうちゅうおうぎんこう,ธนาคารกลางยุโรป
81,欧州連合,おうしゅうれんごう,สหภาพยุโรป (EU)
82,王女,おうじょ,เจ้าหญิง
83,応召,おうしょう,การรับหมายเรียกประจำการ
84,王将,おうしょう,ขุน (ในหมากรุก)
85,往生,おうじょう,"การได้ขึ้นสวรรค์,การถึงแก่กรรม,การจนแต้ม,แย่,อับจน"
86,黄色,おうしょく,สีเหลือง
87,黄色人種,おうしょくじんしゅ,คนผิวเหลือง
88,"<a href=""/dictionary/show/3924"">応じる</a>",おうじる,"ตอบรับ,ตอบสนอง"
89,往信,おうしん,จดหมายหรือสารที่เป็นฝ่ายส่งไปก่อน (และให้อีกฝ่ายตอบกลับ)
90,往診,おうしん,การไปตรวจคนไข้ที่บ้าน
91,王水,おうすい,กรดกัดทอง
92,黄水,おうすい,น้ำดี(ในกระเพาะอาหาร)
93,応ずる,おうずる,"ตกลง,เห็นพ้อง,ยอมรับ,เห็นด้วย,ยินยอม,สนับสนุน,อนุญาต,เห็นชอบ"
94,逢瀬,おうせ,การลอบพบกันของหนุ่มสาว
95,旺盛,おうせい,"เต็มเปี่ยม,ท่วมท้น"
96,王制,おうせい,ระบบกษัตริย์
97,王政,おうせい,การปกครองที่มีกษัตริย์เป็นประมุข
98,応接,おうせつ,การต้อนรับแขก
99,応接室,おうせつしつ,ห้องรับแขก
100,応接間,おうせつま,"ห้องรับแขก,ห้องรับรอง"
101,応戦,おうせん,การตอบโต้การรุกราน
102,王族,おうぞく,เชื้อพระวงศ์
103,殴打,おうだ,การทุบตีอย่างรุนแรง ทารุณ
104,応対,おうたい,การรับ(แขก โทรศัพท์)
105,横隊,おうたい,แถวหน้ากระดาน
106,応諾,おうだく,"การยอมรับ(คำขอ),การตอบรับ"
107,横断,おうだん,"การตัดข้าม,การตัดขวาง,การข้าม(ถนนหรือแม่น้ำ)"
108,黄疸,おうだん,ดีซ่าน ตัวเหลือง
109,横断する,おうだんする,ข้าม
110,横断歩道,おうだんほどう,"ทางม้าลาย,ทางข้าม"
111,横着,おうちゃく,"1.ขี้เกียจ,ลักไก่ 2.หน้าด้านขี้โกง เอาแต่ใจ"
112,王朝,おうちょう,ราชวงศ์
113,黄鉄鉱,おうてっこう,แร่เหล็กสีเหลือง (มีส่วนผสมของกำมะถัน)
114,横転,おうてん,"การคว่ำล้มออกข้าง,การพลิกคว่ำข้าง"
115,黄土,おうど,ดินเหลือง
116,応答,おうとう,การตอบกลับ
117,桜桃,おうとう,เชอร์รี่
118,嘔吐,おうと,"อ้วก,อาเจียน"
119,凹凸,おうとつ,"ขรุขระ,ไม่เรียบ"
120,往年,おうねん,ในอดีต
121,王妃,おうひ,"ราชินี,พระมเหสี"
122,往復,おうふく,ไปกลับ
123,応分,おうぶん,ตามกำลังความสามารถ
124,押柄,おうへい,"ยโส,วางก้าม"
125,横柄,おうへい,"ยโส,วางก้าม,ยกตัว"
126,欧米,おうべい,"ประเทศฝั่งยุโรปและอเมริกา,ประเทศตะวันตก"
127,応募,おうぼ,การสมัคร
128,横暴,おうぼう,"การกดขี่ข่มเหง,การบีบบังคับ"
129,横暴,おうぼう,"เกะกะระราน,เกะกะเกเร,ทารุณโหดร้าย"
130,応募資金,おうぼしきん,หุ้นของบริษัทจำกัดที่ได้มีผู้ตกลงซื้อแล้ว แต่อาจยังไม่ได้ชำระเงินหรือชำระเงินเพียงบางส่วน
131,応募者,おうぼしゃ,ผู้สมัคร
132,応募者利回り,おうぼしゃりまわり,ดอกผลที่ผู้ถือตั๋วเงินจะได้เมื่อตั๋วเงินครบกำหนด
133,奥妙,おうみょう,ความลับ
134,オウム,おうむ,นกแก้ว
135,鸚鵡,おうむ,นกแก้ว
136,凹面鏡,おうめんきょう,"กระจกเว้า,เลนส์เว้า"
137,応用,おうよう,การประยุกต์ใช้
138,往来,おうらい,"การสัญจรไปมา,ไป ๆ มา ๆ,ถนนหนทาง"
139,横領,おうりょう,"การช่วงชิง,การแย่งชิง,การยักยอก (ใช้ในภาษากฎหมาย)"
140,応力,おうりょく,แรงเค้น　แรงผลักดัน
141,凹レンズ,おうレンズ,เลนส์เว้า
142,終える,おえる,ทำให้เสร็จ
143,大雨,おおあめ,ฝนตกหนัก
144,"<a href=""/dictionary/show/3980"">多い</a>",おおい,มากมาย
145,覆い隠す,おおいかくす,1.บัง คลุมไม่ให้เห็น 2.ปิดบัง ปกปิด
146,大急ぎ,おおいそぎ,"รีบมาก,ด่วนมาก"
147,大分県,おおいたけん,จังหวัดโออิตะ
148,大いに,おおいに,"อย่างมาก,อย่างยิ่ง"
149,被う,おおう,"หุ้ม,ปกคลุม,ปิดซ่อน,ซ่อน"
150,覆う,おおう,"หุ้ม,ปกคลุม,ปิดซ่อน,ซ่อน"
151,大売出し,おおうりだし,การลดราคา
152,大枝,おおえだ,สาขาใหญ่
153,大男,おおおとこ,ผู้ชายตัวใหญ่
154,大方,おおかた,"คงจะ,คนส่วนใหญ่,ส่วนใหญ่"
155,大型,おおがた,"ขนาดใหญ่,ชิ้นใหญ่ (ในหมวดหมู่เดียวกัน)"
156,大型動物,おおがたどうぶつ,สัตว์ใหญ่
157,大金持ち,おおかねもち,คนที่รวยมาก ๆ
158,狼,おおかみ,หมาป่า
159,大柄,おおがら,"คนตัวใหญ่,รูปร่างสูงใหญ่,ลาย(ผ้า)ใหญ่"
160,多かれ少なかれ,おおかれすくなかれ,"อย่างไรก็ตาม,ถึงอย่างไร"
161,大河,おおかわ,แม่น้ำใหญ่
162,大きい,おおきい,"ใหญ่,มาก"
163,大きさ,おおきさ,ความใหญ่
164,大きな,おおきな,ใหญ่
165,大きめ,おおきめ,ใหญ่หน่อย
166,大切り,おおぎり,หั่นเป็นชิ้นใหญ่
167,"<a href=""/dictionary/show/4004"">多く</a>",おおく,"จำนวนมาก,ส่วนมาก,ส่วนใหญ่"
168,大食い,おおぐい,"การกินจุ,การกินเก่ง"
169,多くする,おおくする,"ทำเพิ่มขึ้น,ทำให้มากขึ้น"
170,大口,おおぐち,"1.อ้าปากกว้าง,กินเต็มปาก 2.คุยโต,กร่าง,เบ่ง 3.(สั่งสินค้า หรือ เทรดสินค้าการเงิน) จำนวนมาก เล่นหนัก"
171,多くとも,おおくとも,อย่างมาก
172,大蔵,おおくら,กระทรวงการคลัง
173,大蔵省,おおくらしょう,1.กระทรวงการคลัง 2. คนที่ทำหน้าที่ดูแลเรื่องเงินภายในครอบครัว
174,大蔵大臣,おおくらだいじん,1.รัฐมนตรีว่าการกระทรวงการคลัง 2. คนที่ทำหน้าที่ดูแลเรื่องการใช้จ่ายภายในครอบครัว โดยมาก หมายถึง ภรรยา
175,大げさ,おおげさ,"เกินความจริง,มากไป,เกินสมควร"
176,大袈裟,おおげさ,"เวอร์,เกินความจริง,มากไป,เกินสมควร"
177,大げさな奴,おおげさなやつ,ขี้โม้
178,大げさ野郎,おおげさやろう,ขี้โม้
179,大声,おおごえ,เสียงดัง
180,大御所,おおごしょ,ผู้ยิ่งใหญ่ในวงการ (โดยมากใช้กับคนที่ออกจากวงการไปแล้ว แต่ ยังมีอิทธิพลสูงอยู่)
181,大事,おおごと,เรื่องใหญ่
182,大阪城,おおさかじょう,ปราสาทโอซาก้า สัญลักษณ์อย่างหนึ่งของจังหวัดโอซาก้า เริ่มสร้างขึ้นครั้งแรกโดยโตะโยะโตะมิ ฮิเดะโยะชิ
183,大ざっぱ,おおざっぱ,"คร่าว ๆ,หยาบ ๆ,ไม่ละเอียด,ไม่พิถีพิถัน"
184,大雑把,おおざっぱ,"คร่าว ๆ,หยาบ ๆ,ไม่ละเอียด,ไม่พิถีพิถัน"
185,大皿,おおざら,จานใบใหญ่
186,大騒ぎ,おおさわぎ,"เอะอะโวยวาย,วุ่นวายสับสน"
187,大仕掛け,おおじかけ,"โครงการใหญ่,เป็นการใหญ่,ขนานใหญ่"
188,大時代,おおじだい,"คร่ำครึ,โบราณ,ล้าสมัย"
189,大筋,おおすじ,"เค้าโครงหลักของเรื่อง,ใจความหลัก"
190,仰せ,おおせ,"คำบัญชา,คำของท่าน"
191,大勢,おおぜい,"หลายคน,(คน)จำนวนมาก"
192,大勢で,おおぜいで,หลายคน
193,仰せつける,おおせつける,"บัญชา,สั่ง(ใช้เป็นคำยกย่อง)"
194,仰せ付ける,おおせつける,"บัญชา,สั่ง(ใช้เป็นคำยกย่อง)"
195,大掃除,おおそうじ,การทำความสะอาดครั้งใหญ่
196,大空,おおぞら,ท้องฟ้ากว้างใหญ่ไพศาล
197,大台,おおだい,เลขหลักมาก
198,大立者,おおだてもの,"ผู้ยิ่งใหญ่(ของวงการ),นักแสดงเอกในละคร"
199,大っぴら,おおっぴら,"โจ่งแจ้ง,อย่างไม่เกรงสายตาใคร"
200,大粒,おおつぶ,เม็ดใหญ่ ๆ (ฝน)
201,大詰,おおづめ,"ปิดฉาก,ขั้นตอนสุดท้าย"
202,大詰め,おおづめ,"ปิดฉาก,ขั้นตอนสุดท้าย ช่วงท้าย"
203,大手,おおて,"ประตูใหญ่(ของปราสาท),ทหารกองหน้า,บริษัทใหญ่"
204,大手,おおで,แขนและมือ
205,大道具,おおどうぐ,อุปกรณ์ประกอบฉากละคร
206,大通り,おおどおり,ถนนสายหลัก
207,大所,おおどころ,"ผู้ยิ่งใหญ่(ของวงการ),บ้านของคหบดี"
208,大鯰,おおなまず,ปลาบึก
209,大波,おおなみ,คลื่นยักษ์
210,大外れ,おおはずれ,"ผิดพลาดมาก,เดาผิด(มาก)"
211,大幅,おおはば,"กว้างกว่าปกติ,ยกใหญ่,(เพิ่มลด)มาก"
212,大部屋,おおべや,ห้องผู้ป่วยรวม
213,大まか,おおまか,"คร่าว ๆ,หยาบ ๆ,ไม่ละเอียด,ไม่จุกจิก"
214,大股,おおまた,"ก้าวยาว,กางขา"
215,大水,おおみず,น้ำท่วม
216,大晦日,おおみそか,วันสิ้นปี
217,大昔,おおむかし,นานมาแล้ว
218,大麦,おおむぎ,ข้าวบาร์เล่ต์
219,大向こう,おおむこう,ผู้ชมที่ยืนดูการแสดง
220,概ね,おおむね,"ใจความสำคัญ,เนื้อหาหลัก ๆ,ส่วนใหญ่"
221,多め,おおめ,(ปริมาณ)ที่มากสักหน่อย
222,多目,おおめ,มากหน่อย
223,大目,おおめ,"1.ตาโต 2.หยวนๆ,ไม่ถือโทษ,แกล้งมองไม่เห็น(ความผิดผู้อื่น) 3.วิธีวัดน้ำหนักที่ 750 กรัม หรือ 200匁 ให้เท่ากับ 1斤 (หน่วยนับของญี่ปุ่น)"
224,大目に,おおめに,"1.หยวนๆ,อะลุ่มอะล่วย 2.ขอไปที,ไม่ซีเรียส"
225,大目に見る,おおめにみる,"ไม่เอาโทษ,แกล้งมองไม่เห็น,มองข้ามไป(ความผิดผู้อื่น)"
226,大文字,おおもじ,อักษรพิมพ์ใหญ่
227,大物,おおもの,"(ตกได้ปลา)ตัวใหญ่,ผู้ยิ่งใหญ่,ยักษ์ใหญ่ในวงการ"
228,大盛り,おおもり,อาหารจานใหญ่
229,大家,おおや,"เจ้าของที่ดิน,เจ้าของบ้านเช่า"
230,大屋,おおや,"เจ้าของที่ดิน,เจ้าของบ้านเช่า"
231,公,おおやけ,"ส่วนรวม,สาธารณะ"
232,公に,おおやけに,"อย่างเป็นทางการ,อย่างเปิดเผย"
233,公にする,おおやけにする,เปิดเผย
234,公の,おおやけの,"ส่วนรวม,สาธารณะ"
235,大雪,おおゆき,หิมะตกหนัก
236,大凡,おおよそ,"ประมาณ,คร่าว ๆ,ส่วนใหญ่"
237,大喜び,おおよろこび,ดีใจมาก
238,大らか,おおらか,"ใจกว้าง,คนง่าย ๆ"
239,大笑い,おおわらい,หัวเราะก๊าก
240,丘,おか,เนิน
241,岡,おか,เนิน
242,お母さま,おかあさま,ท่านแม่
243,お母様,おかあさま,ท่านแม่
244,お母さん,おかあさん,แม่
245,お帰り,おかえり,ใช้พูดเมื่อคนในครอบครัวกลับถึงบ้าน
246,お帰りなさい,おかえりなさい,ใช้พูดเมื่อคนในครอบครัวกลับถึงบ้าน
247,大鋸屑,おがくず,ขี้เลื่อย
248,お陰,おかげ,"ความช่วยเหลือ- (ของท่าน),ความสนับสนุน- (ของท่าน)"
249,お蔭様で,おかげさまで,ใช้แสดงความรู้สึกขอบคุณในความห่วงใยที่อีกฝ่ายอุตสาห์ถามถึง
250,お菓子,おかし,ขนม
251,可笑しい,おかしい,"แปลก ๆ,พิลึก"
252,可笑しな,おかしな,"แปลก ๆ,พิลึก"
253,お菓子屋,おかしや,ร้านขายขนม
254,侵す,おかす,บุกรุก
255,冒す,おかす,"ผจญภัย,รุมเร้า เสี่ยงภัย"
256,犯す,おかす,"ก่อ(อาชญากรรม),ฝ่าฝืน,ข่มขืน"
257,御数,おかず,กับข้าว
258,お勝手,おかって,ห้องครัว
259,"<a href=""/dictionary/show/4134"">お金</a>",おかね,"เงิน,ตังค์"
260,お金を下ろす,おかねをおろす,กดเงิน
261,お構いなく,おかまいなく,"ไม่ต้องลำบาก,ไม่ต้องเกรงใจ"
262,御上さん・女将さん,おかみさん,โอคามิซัง มาม่า (คำเอาไว้เรียกสุภาพสตรีเจ้าของร้านอาหาร เรียวกัง หรือ ภรรยาเพื่อนบ้าน)
263,拝み倒す,おがみたおす,วิงวอนขอจนได้
264,拝む,おがむ,1.ไหว้ 2.รับชม  (รูปถ่อมตนของคำว่า 見る)
265,岡山県,おかやまけん,จังหวัดโอคายาม่า
266,お粥,おかゆ,ข้าวต้ม
267,小川,おがわ,ลำธาร
268,お代わり,おかわり,"กินอีกจาน,ดื่มอีกถ้วย"
269,悪寒,おかん,อาการหนาวสั่นหรือครั่นเนื้อครั่นตัวตอนเริ่มมีไข้
270,お勘定,おかんじょう,"คิดเงิน,เช็คบิล (ในร้านอาหาร)"
271,沖,おき,ทะเลบริเวณที่ไกลจากฝั่ง
272,沖合・沖合い,おきあい,"ทะเลบริเวณที่ไกลจากฝั่ง,น่านน้ำ"
273,起き上がる,おきあがる,"ลุกขึ้น(จากเตียง),ตื่นนอน"
274,置き換える,おきかえる,"สับเปลี่ยนแทนที่,ย้าย,สับตำแหน่ง"
275,置き去り,おきざり,การทอดทิ้ง
276,掟,おきて,กฎระเบียบที่ชุมชนหนึ่งกำหนดขึ้น
277,"<a href=""/dictionary/show/4154"">補う</a>",おぎなう,"เสริม,ชดเชย,เติม"
278,沖縄,おきなわ,จังหวัดโอกินาว่า
279,沖縄県,おきなわけん,จังหวัดโอกินาว่า
280,お気に入り,おきにいり,ชอบ
281,置き物,おきもの,ของตั้งโชว์
282,置物,おきもの,ของตั้งโชว์
283,置き屋,おきや,สำนักเกอิชา
284,置屋,おきや,สำนักเกอิชา
285,お客様,おきゃくさま,ลูกค้า
286,御客様,おきゃくさま,ลูกค้า
287,お客さん,おきゃくさん,"แขก,ลูกค้า"
288,御客さん,おきゃくさん,"ลูกค้า,แขก"
289,お経,おきょう,พระสูตร
290,御気楽に,おきらくに,ตามสบาย
291,"<a href=""/dictionary/show/4169"">起きる</a>",おきる,1.ลุกขึ้น 2.ตื่นนอน 3.ยังไม่นอน (ยังตื่นอยู่) 4.เกิดขึ้น
292,億,おく,ร้อยล้าน
293,奥,おく,"ส่วนลึก,ลึกเข้าไป,ข้างในสุด"
294,屋,おく,"บ้าน,หลังคา,ร้าน"
295,"<a href=""/dictionary/show/4173"">置く</a>",おく,"1. วาง (สิ่งของ หรือ ตำแหน่งคน) 2.สร้างขึ้น,ตั้งขึ้น,จัดลง (พวกตึก อาคาร) 3.ทิ้งไว้,ปล่อยทิ้งไว้ 4.เว้นไว้ (ใช้กับเวลา เช่น เว้นวัน) 5.(หมัก หรือ แช่) ทิ้งไว้ 6.(หมอก หรือ น้ำค้าง) ลง 7.คำนวณ (พวกลูกคิด หรือ เครื่องคิดเล่นโบราณ) "
296,屋外,おくがい,กลางแจ้ง
297,奥様,おくさま,ภรรยา(สุภาพ)
298,奥さん,おくさん,ภรรยา
299,屋上,おくじょう,"ดาดฟ้า,บนหลังคา"
300,奥付け・奥付,おくづけ,รายละเอียดเกี่ยวกับผู้เขียนหรือผู้พิมพ์ วันเดือนปีที่ออกและราคา ซึ่งมักพิมพ์ไว้ท้ายเล่ม
301,奥手,おくて,1.พืชที่ให้ผลช้ากว่าปกติ　2.การพัฒนาการช้า　3.ถ้าใช้กับความรัก หมายถึง คนที่มีการตอบสนองทางความรักช้า เช่น ถูกบอกรัก แต่กว่า จะตอบรับรัก ก็ปาเข้าไปเป็นเดือน จนทำให้ฝ่ายที่บอกรักผิดหวัง
302,晩生,おくて,"พืชที่ให้ผลช้ากว่าปกติ,การพัฒนาการช้า"
303,晩稲,おくて,"พืชที่ให้ผลช้ากว่าปกติ,การพัฒนาการช้า"
304,屋内,おくない,"ภายในบ้าน,ในร่ม"
305,屋内競技,おくないきょうぎ,การแข่งกีฬาในร่ม
306,屋内プール,おくないプール,สระว่ายน้ำในร่ม
307,奥歯,おくば,ฟันกราม
308,臆病,おくびょう,ขี้ขลาด ปอดแหก
309,億万長者,おくまんちょうじゃ,มหาเศรษฐี
310,奥行,おくゆき,"แนวลึก,ระยะความลึกในแนวนอน,ความล้ำลึก"
311,奥行き,おくゆき,"แนวลึก,ระยะความลึกในแนวนอน,ความล้ำลึก"
312,おくら,オクラ,กระเจี๊ยบ
313,遅らす,おくらす,เลื่อนให้ช้าลง
314,送り狼,おくりおおかみ,ผู้ชายที่ทำเป็นมาส่งแล้วถือโอกาสจะทำมิดีมิร้าย
315,送り返す,おくりかえす,"ส่งกลับ,ส่งคืน"
316,送り仮名,おくりがな,อักษรฮิรางานะที่เขียนต่อท้ายคำที่เขียนแทนด้วยคันจิได้ไม่หมด เช่น み ใน 休み
317,送り込む・送込む,おくりこむ,"ส่งเข้าไป,ส่งไปถึง"
318,送り先,おくりさき,ที่อยู่ของผู้รับ
319,送り状,おくりじょう,ใบส่งของ
320,送り出す,おくりだす,ส่งออก 
321,送り賃,おくりちん,ค่าส่ง
322,送り人,おくりにん,ผู้ส่ง
323,送り迎え,おくりむかえ,การรับส่ง
324,贈り物,おくりもの,ของขวัญ
325,贈物,おくりもの,ของขวัญ
326,贈る,おくる,ให้เป็นของขวัญ
327,"<a href=""/dictionary/show/4207"">送る</a>",おくる,1.ส่ง 2.ใช้ชีวิต
328,遅れ,おくれ,สาย
329,後れる,おくれる,"ล้าหลัง,ตามไม่ทัน,ล่าช้า"
330,遅れる,おくれる,"ไม่ทัน(เวลา),สาย"
331,桶,おけ,ถังไม้
332,おける,おける,"ใน(เวลาหรือสถานที่),สำหรับ(ในกรณีนี้),เกี่ยวกับ"
333,於ける,おける,"ใน(เวลาหรือสถานที่),สำหรับ(ในกรณีนี้),เกี่ยวกับ"
334,お声掛かり・御声掛かり・御声掛り・お声掛り,おこえがかり,ประกาศิต
335,お焦げ,おこげ,ข้าวที่ไหม้ติดก้นหม้อ
336,御焦げ,おこげ,ข้าวที่ไหม้ติดก้นหม้อ
337,お子様,おこさま,"คุณหนู,คำเรียกลูกของคนอื่น"
338,お子さん,おこさん,ลูก
339,熾す,おこす,"ก่อ(ไฟ),ติด(ไฟในเตา),พัดให้กระพือ"
340,興す,おこす,"ก่อตั้ง,ส่งเสริม,เริ่ม"
341,"<a href=""/dictionary/show/4223"">起こす</a>",おこす,"1.ปลุก 2.จับตั้งขึ้น,จับลุกขึ้น 3.พลิก.เกลี่ย,เปิดหน้า.ไถ (ของที่ติดแนบขึ้นมา) 4.ทำให้เกิด,เป็นเหตุให้,ก่อให้เกิด 5.ก่อตั้ง,เริ่ม 6.ก่อ,ลงมือทำ 7.แปลงเป็นตัวหนังสือ หรือ สร้างข้อความขึ้น, ถอดต้นฉบับ"
342,厳か,おごそか,"อย่างเป็นพิธีรีตอง,อย่างเคร่งขรึม,ขึงขัง"
343,"<a href=""/dictionary/show/4225"">怠る</a>",おこたる,"ไม่สนใจทำ,ไม่เอาใจใส่,ขี้เกียจทำ"
344,お言付け,おことづけ,คำฝากบอกต่อ
345,行い,おこない,การกระทำ
346,行ない,おこない,การกระทำ
347,"<a href=""/dictionary/show/4229"">行う</a>",おこなう,"ดำเนินการ,ทำ,จัดการทำ"
348,行なう,おこなう,ดำเนินการ
349,お好み焼き,おこのみやき,พิซซ่าญี่ปุ่น
350,怒りっぽい,おこりっぽい,"ขี้โมโห,เจ้าอารมณ์"
351,怒りん坊,おこりんぼう,คนขี้โมโห
352,怒る,おこる,โกรธ
353,興る,おこる,รุ่งเรือง
354,起こる,おこる,(เหตุการณ์)เกิดขึ้น
355,おごる,おごる,เลี้ยงข้าว
356,奢る,おごる,เลี้ยงข้าว
357,抑える,おさえる,"กด,ควบคุม,ระงับ,ปราบ,กลั้น,จำกัด,รักษาระดับ"
358,押さえる,おさえる,"จับใจความ,จับจองไว้,ระงับอารมณ์ไว้,กดทับไว้"
359,お先に失礼します,おさきにしつれいします,ขอตัวก่อน
360,幼い,おさない,"อ่อนเยาว์,วัยเยาว์,ยังเป็นเด็ก,อายุยังน้อย"
361,幼心,おさなごころ,จิตใจในวัยเด็ก
362,幼なじみ・幼馴染,おさななじみ,เพื่อนสมัยเด็ก คนที่สนิทคุ้นเคยกันมาตั้งแต่เด็ก
363,修まる,おさまる,"(นิสัย)ดีขึ้น,ได้รับการอบรมขัดเกลาแล้ว"
364,収まる,おさまる,"ถูกเก็บหรือรวบรวมอยู่ใน,จุลงไปได้,ใส่ลง"
365,治まる,おさまる,"สงบเรียบร้อย,บรรเทาลง"
366,納まる,おさまる,"ถูกส่งมอบ,อยู่ตัว,เข้าที่เข้าทาง,ยอมเข้าใจ"
367,修める,おさめる,"เล่าเรียน,แก้ไข(นิสัย),ปรับปรุงตัว,ขัดเกลาตนเอง"
368,収める,おさめる,"เก็บ,บรรจุ,ได้มา"
369,治める,おさめる,"ปกครอง,ควบคุม,ปราบปราม,ระงับ,จัดการให้สงบเรียบร้อย"
370,納める,おさめる,"ชำระ,ส่งมอบ,เก็บไว้,รับ"
371,お浚い,おさらい,การทบทวน (สิ่งที่เรียนมา)
