,Kanji,Word,Meaning
38,いい加減,いいかげん,"1.พอสักที,พอหอมปากหอมคอ 2.ซี้ซั้ว,มั่ว ๆ มักง่าย,ทำแบบขอไปที 3.อย่างมาก (ใช้เป็น Adverv)"
39,"<a href=""/dictionary/show/1460"">言い方</a>",いいかた,วิธีการพูด
40,言い兼ねる,いいかねる,"ยากที่จะพูด,พูดไม่ได้(เพราะไม่สมควร)"
41,言い交わす,いいかわす,"พูดใส่กัน,สัญญาต่อกัน (แต่งงาน)"
42,好い気,いいき,"คิดเข้าข้างตัวเอง,ได้ใจ"
43,言い聞かせる,いいきかせる,ตักเตือน พูดให้ฟัง
44,いい気味,いいきみ,"สมน้ำหน้า,สะใจ"
45,言い切る,いいきる,"พูดให้เด็ดขาดชัดเจน,พูดจบ"
46,言い種,いいぐさ,ข้อแก้ตัว
47,言い草,いいぐさ,ข้อแก้ตัว
48,言い腐す,いいくさす,ด่าว่า
49,言い暮らす,いいくらす,พูดแต่เรื่องนั้นทุก ๆ วัน
50,言い消す,いいけす,1. ลบคำพูด 2.ปฏิเสธคำพูดฝ่ายตรงข้าม 3.พูดไม่ดี กล่าวร้าย
51,言い拵える,いいこしらえる,พูดกลบเกลื่อน
52,言いこなす,いいこなす,พูดให้อีกฝ่ายเข้าใจอย่างชัดเจน
53,言い籠める,いいこめる,พูดให้หมดหนทางโต้ตอบ
54,言い込める,いいこめる,พูดให้หมดหนทางโต้ตอบ
55,言い止す,いいさす,หลุดปากแล้วไม่พูดต่อ
56,言い様,いいざま,วิธีพูดหรือบรรยาย
57,言い渋る,いいしぶる,พูดด้วยความลังเล
58,唯々諾々,いいだくだく,อย่างว่าง่าย
59,言い出す,いいだす,เริ่มพูด
60,言い付ける,いいつける,"สั่ง(ของ),ฟ้อง"
61,いいなづけ,いいなづけ,คู่หมั้น
62,言い値,いいね,ราคาที่ผู้ขายเสนอขาย
63,言い逃れをする,いいのがれをする,ตอแหล
64,言い分,いいぶん,"1.เรื่องที่อยากพูดหรือชี้แจง 2.การพูดคัดค้าน,ปัญหา,เรื่องที่ไม่เห็นด้วย"
65,言い回し,いいまわし,"คำพูดที่ใช้,วิธีพูด,สำนวนพูด"
66,言い訳,いいわけ,ข้อแก้ตัว
67,言い訳をする,いいわけをする,แก้ตัว
68,言い渡す,いいわたす,"สั่ง,พิพากษา"
69,委員,いいん,กรรมการ
70,委員会,いいんかい,คณะกรรมการ
71,云う,いう,พูด
72,言う,いう,"พูด,บอก,กล่าว"
73,否,いえ,ไม่
74,"<a href=""/dictionary/show/1502"">家</a>",いえ,บ้าน
75,家居,いえい,การอยู่ที่บ้าน
76,遺影,いえい,รูปภาพหรือรูปถ่ายของผู้ตาย
77,遺詠,いえい,บทกลอนที่แต่งไว้ก่อนตาย
78,家構え,いえがまえ,สภาพภายในนอกของบ้าน
79,家柄,いえがら,"ระดับชั้นของครอบครัว,ครอบครัวผู้ดีเก่า"
80,胃液,いえき,น้ำย่อยในกระเพาะอาหาร
81,家路,いえじ,ทางกลับบ้าน
82,家筋,いえすじ,เชื้อสาย
83,入れ知恵,いえぢえ,"การเสี้ยมสอน,การพูดเรื่องไม่เป็นเรื่อง"
84,家中を探す,いえちゅうをさがす,หาทั่วบ้าน
85,家付き,いえつき,(ที่ดิน)รวมตัวบ้าน
86,家付きの娘,いえつきのむすめ,ผู้หญิงที่ให้สามีย้ายเข้ามาอยู่ในบ้าน
87,家付き娘,いえつきむすめ,ผู้หญิงที่ให้สามีย้ายเข้ามาอยู่ในบ้าน
88,家付娘,いえつきむすめ,ผู้หญิงที่ให้สามีย้ายเข้ามาอยู่ในบ้าน
89,家出,いえで,การหนีออกจากบ้าน
90,いえども,いえども,"แม้ว่า,ถึงแม้ว่า"
91,家主,いえぬし,1.เจ้าของบ้านเช่า 2.เจ้าของบ้าน
92,家元,いえもと,"ตระกูลเจ้าสำนัก,ปรมาจารย์"
93,家屋敷,いえやしき,บ้านและที่ดิน
94,癒える,いえる,"1.หายป่วย,(แผล)หาย 2. หายเศร้า กลุ้มใจ ทุกข์ใจ"
95,以遠,いえん,จากนี้ไป (อีกนาน)
96,胃炎,いえん,กระเพาะอาหารอักเสบ　Gastiritis
97,硫黄島の戦い,いおうじまのたたかい,ยุทธการที่อิโวจิมา
98,以下,いか,"อย่างน้อย,น้อยกว่า,ไม่เกิน,ดังต่อไป,ต่อไปนี้,ต่ำกว่า,(ข้อความ)ด้านล่าง"
99,烏賊,いか,ปลาหมึก
100,"<a href=""/dictionary/show/1537"">以外</a>",いがい,"นอกเหนือจาก,ไม่รวม...,ยกเว้น..."
101,"<a href=""/dictionary/show/1538"">意外</a>",いがい,"เกินคาด,ไม่คาดคิดมาก่อน"
102,遺骸,いがい,ศพ
103,"<a href=""/dictionary/show/1540"">意外と</a>",いがいと,"อย่างคาดไม่ถึง,อย่างเกินคาด"
104,以外に,いがいに,ยกเว้น
105,意外に,いがいに,กว่าที่คิด
106,胃潰瘍,いかいよう,"เป็นแผลในกระเพาะ,กระเพาะอาหารเป็นแผล"
107,射返す,いかえす,ยิงโต้ตอบ
108,如何,いかが,"เป็นอย่างไรบ้าง,เป็นยังไงบ้าง(คำสุภาพของ どう)"
109,医化学,いかがく,เคมีเวชศาสตร์
110,威嚇,いかく,การข่มขวัญ
111,医学,いがく,แพทยศาสตร์
112,医学界,いがくかい,วงการแพทย์
113,医学協会,いがくきょうかい,แพทย์สภา
114,医学研修生,いがくけんしゅうせい,แพทย์ฝึกหัด
115,威嚇する,いかくする,ข่มขวัญ
116,医学生,いがくせい,"นักเรียนแพทย์,นักศึกษาแพทย์"
117,胃拡張,いかくちょう,กระเพาะอาหารบานออก
118,医学部,いがくぶ,คณะแพทยศาสตร์
119,医学用語,いがくようご,คำศัพท์ด้านการแพทย์
120,鋳掛け,いかけ,การบัดกรี
121,鋳掛け屋,いかけや,นักบัดกรี
122,如何様,いかさま,"การต้มตุ๋น,การตบตา"
123,如何様師,いかさまし,นักต้มตุ๋นหลอกลวง
124,いかす,イカス,มีเสน่ห์ เทห์
125,活かす,いかす,"ปล่อยให้มีอยู่,ใช้ให้เป็นประโยชน์"
126,生かす,いかす,"ปล่อยให้มีอยู่,ใช้ให้เป็นประโยชน์"
127,遺家族,いかぞく,ครอบครัวของผู้ตาย
128,筏,いかだ,แพ
129,鋳型,いがた,แม่พิมพ์สำหรับหล่อโลหะ
130,如何なる,いかなる,"แบบไหน,ประมาณไหน (เหมือน どんな)"
131,いかなる場合においても,いかなるばあいにおいても,ไม่ว่าในกรณีใด ๆ
132,如何に,いかに,1.อย่างไร ทำอย่างไร 2.ทำไม เพราะอะไร
133,如何にも,いかにも,"ดูยังไง ๆ ก็ … จริง ๆ,เหลือเกิน"
134,如何許,いかばかり,"เท่าไหร่,ขนาดไหน,แค่ไหน"
135,如何程•如何ほど,いかほど,"1.สักเท่าไหร่,สักแค่ไหน 2.มากเพียงใด,มากสักแค่ไหน"
136,いがみ合う,いがみあう,ทะเลาะกัน
137,啀み合う,いがみあう,ทะเลาะกัน
138,厳めしい,いかめしい,"สง่าน่าเกรงขาม,เข้มงวด,ภูมิฐาน"
139,胃カメラ,いカメラ,กล้องสำหรับตรวจส่องภายในกระเพาะอาหาร
140,如何物,いかもの,"ของปลอม,ของเก๊"
141,怒らす,いからす,ทำให้โกรธ
142,怒らせる,いからせる,ทำให้โกรธ
143,いがらっぽい,いがらっぽい,แสบคอ
144,"<a href=""/dictionary/show/1581"">怒り</a>",いかり,"ความโกรธ,โทสะ"
145,碇,いかり,สมอ(เรือ)
146,錨,いかり,สมอ(เรือ)
147,怒り肩,いかりがた,ไหล่ตั้ง
148,いかりを上げる,いかりをあげる,ถอนสมอเรือ
149,いかりを下ろす,いかりをおろす,ทอดสมอเรือ
150,怒る,いかる,"โกรธ,โมโห"
151,いかれる,いかれる,"เพี้ยน,เสียสติ,(ของ)เสีย,โดนเล่นงาน"
152,偉観,いかん,วิวทิวทัศน์ที่งดงามประทับใจ
153,奈何,いかん,"อย่างไรดี,ความเป็นไป,เป็นมาอย่างไร"
154,如何,いかん,"อย่างไรดี,ความเป็นไป,เป็นมาอย่างไร"
155,尉官,いかん,นายร้อย
156,移管,いかん,การโอนไปยังหน่วยงานอื่น
157,遺憾,いかん,"ความเศร้าโศกเสียใจ,ความเสียดาย"
158,依願,いがん,อย่างสมัครใจ
159,胃癌,いがん,มะเร็งในกระเพาะอาหาร
160,域,いき,"เขต,พื้นที่,ภูมิภาค,น่านน้ำ"
161,委棄,いき,1.การทอดทิ้ง การละเลย 2.การสละสิทธิ์ การมอบสิทธิ์ให้ผู้อื่น
162,息,いき,ลมหายใจ
163,意気,いき,"ความกระตือรือร้น,กำลังใจ"
164,活き,いき,ความสด (ของปลา)
165,生き,いき,มีชีวิตอยู่
166,粋,いき,"เย้ายวนเสน่ห์ มีเสน่ห์งดงาม,ด้วยความหวังดี"
167,行き,いき,ไป
168,遺棄,いき,"1.การทอดทิ้ง,การทิ้ง,การอำพราง 2.(ศัพท์กฎหมายแพ่ง)การละเลยไม่เลี้ยงดู ไม่จ่ายค่าเลี้ยงดูบุตร เป็นต้น 3.(ศัพท์กฎหมายอาญา)การทอดทิ้งไม่ดูแล"
169,意義,いぎ,ความหมาย
170,異義,いぎ,ความหมายต่างกัน
171,異議,いぎ,"ข้อโต้แย้ง,ไม่เห็นด้วย"
172,生き生き,いきいき,"ร่าเริง,มีชีวิตชีวา"
173,生き生きと,いきいきと,"ร่าเริง,มีชีวิตชีวา"
174,生き写し,いきうつし,เหมือนตัวจริง
175,生き埋め,いきうめ,"1.การฝังทั้งเป็น 2.การรอดชีวิตอยู่ใต้ดินหรือใต้ซากปรักหักพัง,การติดซากอยู่ใต้ดิด (แต่ยังไม่ตาย)
"
176,生き埋める,いきうめる,"1.ฝังทั้งเป็น 2.รอดชีวิตอยู่ใต้ดินหรือใต้ซากปรักหักพัง
"
177,生き餌,いきえ,เหยื่อที่ยังไม่ตาย
178,生餌,いきえ,"เหยื่อที่ยังไม่ตาย,อาหารสด (ให้สัตว์)"
179,勢い,いきおい,"พละกำลัง,เรี่ยวแรง,พลัง,อิทธิพล,พลอยทำไปด้วย"
180,息が合う,いきがあう,1.จังหวะเข้ากัน 2.เข้ากันได้ดี
181,域外,いきがい,"นอกเขต,นอกพื้นที่"
182,"<a href=""/dictionary/show/1620"">生き甲斐・生きがい</a>",いきがい,1.คุณค่า หรือ ความหมายของการมีชีวิตอยู่ 2.ความสุข หรือ ความหรรษาในการมีชีวิจฝตอยู่
183,行き交う,いきかう,การเดินตัดผ่านกัน (บนสี่แยกหรือท้องถนน)
184,行き帰り,いきかえり,การไปและกลับ
185,生き返る,いきかえる,"ฟื้นคืนชีพ,คืนกำลัง"
186,生返る,いきかえる,"ฟื้นคืนชีพ,คืนกำลัง"
187,息がかかる,いきがかかる,มีผู้หนุนหลัง
188,行き掛かり,いきがかり,ความจำเป็นบังคับ
189,行き掛り,いきがかり,ความจำเป็นบังคับ
190,行き掛け,いきがけ,"ระหว่างทาง,กลางทาง"
191,息が殺す,いきがころす,กลั้นหายใจ
192,"<a href=""/dictionary/show/1630"">生き方</a>",いきかた,"การใช้ชีวิต,วิธีการดำเนินชีวิต"
193,行き方,いきかた,วิธีไป
194,息がつく,いきがつく,"พักเหนื่อย,ถอยหายใจ(โล่งอก),หายใจ"
195,息が長い,いきがながい,"ระยะยาว,ยืนยง"
196,行き来,いきき,การไปมาหาสู่
197,息切,いきぎれ,"การหายใจไม่ทัน,การหอบเหนื่อย"
198,息切れ,いきぎれ,การหายใจไม่ทัน
199,行き先・行先,いきさき,จุดหมายปลายทาง
200,行き過ぎ,いきすぎ,"การเลยไป,การทำเกินไป"
201,行き過ぎる,いきすぎる,"1.เลยไป,ทำเกินไป　2. ขับเลยไป เลยไป "
202,行き違い,いきちがい,การคลาดกัน
203,行き違う,いきちがう,"สวนทางกัน,คลาดกัน"
204,息詰まる,いきづまる,หายใจไม่ทั่วท้อง
205,息詰る,いきづまる,หายใจไม่ทั่วท้อง
206,憤り,いきどおり,"ความเดือดดาล,ความไม่พอใจมาก,ความขุ่นเคือง,ความโกรธเคือง"
207,憤る,いきどおる,"ไม่พอใจ,โกรธแค้น"
208,行き所,いきどころ,"ปลายทาง,สถานที่ที่จะไป"
209,行所,いきどころ,"ปลายทาง,สถานที่ที่จะไป"
210,行き届く,いきとどく,1. ใส่ใจ ถี่ถ้วน เพอร์เฟกค์ อย่างครบถ้วนสมบูรณ์แบบ 2. ถึงที่นั่น
211,行き止まり,いきどまり,ทางตัน
212,行成,いきなり,อยู่ ๆ ก็
213,息抜き,いきぬき,"1. พักผ่อนชั่วครู่,คลายเครียดชั่วครู่ 2.ที่ระบายอากาศ"
214,生きのいい,いきのいい,(อาหาร)สดมาก
215,生き残り,いきのこり,ผู้รอดตาย
216,生き残る,いきのこる,"รอดชีวิต,มีชีวิตรอด"
217,生き延びる,いきのびる,"รอดตาย,รอดชีวิตต่อไป,มีชีวิตอยู่ต่อไป"
218,生き物,いきもの,สิ่งมีชีวิต
219,異教,いきょう,"ต่างศาสนา,ไม่ใช่ศาสนาคริสต์"
220,偉業,いぎょう,ผลงานอันยิ่งใหญ่
221,遺業,いぎょう,งานที่ทำค้างไว้ก่อนตาย
222,意気軒昂,いきけんこう,สภาพที่เต็มเปี่ยมไปด้วยความร่าเริง มั่นใจ และ ภูมิใจ
223,英吉利,いぎりす,เกรทบริเตน (อังกฤษ สก๊อตแลนด์ และเวลส์)
224,活きる,いきる,"1.มีชีวิตอยู่ 2.โชว์ศักยภาพ,แสดงศักยภาพออกมา 3.รอดจากการเสียแต้ม หรือ คะแนน (ในกีฬาเบสบอล) 4.ใช้ชีวิต,อาศัยอยู่ "
225,生きる,いきる,"1.มีชีวิตอยู่ 2.มีคุณค่า,โชว์ศักยภาพ,แสดงศักยภาพออกมา 3.รอดจากการเสียแต้ม หรือ คะแนน (ในกีฬาเบสบอล) 4.ใช้ชีวิต,อาศัยอยู่ 5.(ใช้ในรูป ～に活きる) ใช้ชีวิตโดยเห็นถึงคุณค่าของสิ่งๆนั้น  "
226,行き渡る,いきわたる,"แพร่กระจายไปทั่ว,ทั่วถึง"
227,行渡る,いきわたる,"แพร่กระจายไปทั่ว,ทั่วถึง"
228,幾,いく,"กี่...,สักเท่าไหร่"
229,"<a href=""/dictionary/show/1673"">行く</a>",いく,1.ไป มุ่งไป 2.ไปได้ด้วยดี 3.ถึงจุดสุดยอด (นิยมเขียนเป็นคาตาคานะ イク)
230,戦,いくさ,สงคราม
231,軍,いくさ,สงคราม
232,藺草,いぐさ,หญ้ากก
233,意気地,いくじ,ความมุมานะ
234,育児,いくじ,การเลี้ยงดูลูก
235,育児園,いくじえん,สถานเลี้ยงดูเด็ก
236,育児室,いくじしつ,ห้องหรือสถานที่เลี้ยงเด็ก
237,育児食,いくじしょく,อาหารสำหรับเด็ก
238,意気地なし,いくじなし,ขี้ขลาด ปอดแหก
239,意気地がない,いくじがない,"ขวัญอ่อน,เข่าอ่อน"
240,育種,いくしゅ,การเพาะพันธุ์ (พืช)
241,育成,いくせい,"การเลี้ยงดูอบรม,การเพาะเลี้ยง,การฝึกหัด,การเทรน"
242,幾多,いくた,จำนวนมาก
243,幾度,いくたび,กี่ครั้ง
244,幾人,いくたり,กี่คน
245,幾つ,いくつ,"กี่อัน,กี่ชิ้น,กี่ก้อน,อายุเท่าไหร่"
246,いくつもの,いくつもの,จำนวนมาก (ของสิ่งของหรือคน)
247,幾度,いくど,กี่ครั้ง
248,異口同音,いくどうおん,ต่างพูดเป็นเสียงเดียวกัน
249,幾年,いくとせ,กี่ปี
250,幾日,いくにち,กี่วัน
251,幾分,いくぶん,"กี่ส่วน,ส่วนหนึ่ง,บางส่วน,เล็กน้อย"
252,育毛剤,いくもうざい,โทนิคสำหรับใส่ผม ยาบำรุงเส้นผม 
253,"<a href=""/dictionary/show/1700"">幾ら</a>",いくら,1.ราคาเท่าไหร่ 2.สักเท่าไร **ใช้กับรูปถึงแม้ ～ても
254,幾らか,いくらか,"...บ้าง,ค่อนข้าง..."
255,いくらかそう思う,いくらかそうおもう,คิดว่าเป็นเช่นนั้นบ้าง
256,いくらか必要,いくらかひつよう,"จำเป็นบ้าง,ค่อนข้างจำเป็น"
257,偉勲,いくん,ผลงานหรือฝีมืออันยิ่งใหญ่
258,遺訓,いくん,คำสั่งสอนที่ฝากไว้ขณะยังมีชีวิตอยู่
259,池,いけ,บ่อน้ำ
260,畏敬,いけい,การเคารพยำเกรง
261,生け垣,いけがき,รั้วต้นไม้
262,井桁,いげた,ลวดลายคล้าย #
263,生け捕る,いけどる,จับเป็น
264,いけない,いけない,"ต้องทำ,เลว,ผิด,ไม่ดี"
265,活花,いけばな,การจัดดอกไม้แบบญี่ปุ่น
266,生け花,いけばな,การจัดดอกไม้แบบญี่ปุ่น
267,生花,いけばな,การจัดดอกไม้แบบญี่ปุ่น
268,いけません,いけません,ไม่ได้
269,活ける,いける,จัด (ดอกไม้)
270,生ける,いける,1.จัด(ดอกไม้) 2.ปลูกต้นไม้ ต้นหญ้า 3.รักษาชีวิต ให้มีชีวิตต่อ
271,行ける,いける,"สามารถไปได้,ไปเป็น"
272,"<a href=""/dictionary/show/1720"">意見</a>",いけん,"ความคิดเห็น,ความเห็น"
273,違憲,いけん,การขัดต่อรัฐธรรมนูญ
274,威厳,いげん,ความน่าเกรงขาม
275,以後,いご,"ต่อจากนี้ไป,หลังจากนั้น"
276,囲碁,いご,"เกมหมากล้อม,เกมโกะ"
277,以降,いこう,หลังจาก
278,息う,いこう,พักผ่อนหย่อนใจ
279,"<a href=""/dictionary/show/1727"">意向</a>",いこう,"ความต้องการ,เจตนารมณ์"
280,憩う,いこう,"ผ่อนคลาย,พักผ่อน"
281,移行,いこう,"เปลี่ยนไปสู่..., เปลี่ยนแปลงไปสู่..."
282,異国,いこく,"ต่างประเทศ,ต่างแดน"
283,居心地が悪い,いごこちがわるい,ไม่น่าอยู่ ไม่น่าอยู่อาศัย
284,居心地がよい,いごこちがよい,อยู่อย่างสบาย อยู่สบาย
285,依怙地,いこじ,ความดันทุรัง
286,遺骨,いこつ,อัฐิ กระดูกของผู้เสียชีวิต ร่างไร้วิญญาณ
287,遺恨,いこん,ความแค้นที่อยู่ในใจมานาน
288,偉才,いさい,"ความสามารถโดดเด่น,อัฉริยะภาพ"
289,委細,いさい,"รายละเอียด,ทุกเรื่อง,พิถีพิถัน"
290,居酒屋,いざかや,"บาร์,ผับ"
291,潔い,いさぎよい,"1.สะอาดบริสุทธิ์,ผ่องแผ้ว 2.สง่าผ่าเผย 3.ขาวสะอาด,ใสซื่อ,บริสุทธิ์"
292,遺作,いさく,ผลงานที่ฝากไว้ก่อนตาย
293,いざこざ,いざこざ,"ระหองระแหง,การทะเลาะกัน,การมีเรื่องกัน"
294,些か,いささか,เล็กน้อย
295,聊か,いささか,เล็กน้อย
296,勇ましい,いさましい,กล้าหาญ
297,勇み足,いさみあし,การผิดพลาดเพราะใจร้อนหรือเอาจริงเอาจังมากเกินไป
298,勇む,いさむ,"องอาจผึ่งผาย,ฮึกเหิม"
299,漁り火,いさりび,ไฟของเรือหาปลา
300,漁火,いさりび,ไฟของเรือหาปลา
301,胃酸,いさん,กรดในกระเพาะอาหาร
302,遺産,いさん,มรดก
303,医師,いし,อาจารย์หมอ แพทย์
304,"<a href=""/dictionary/show/1756"">意志</a>",いし,"ความตั้งใจ,ความมุ่งมั่น"
305,意思,いし,"1.ความตั้งใจ,ความมุ่งมั่น,ความคิดที่จะทำ 2.เจตนา,เจตนารมย์ (ภาษากฎหมาย)"
306,石,いし,หิน
307,遺志,いし,"เจตนารมณ์ของผู้ตาย,ความประสงค์ของผู้ตาย"
308,意地,いじ,"1.พื้นฐานจิตใจ,จิต,ทิฐิ　2.จิตใจที่มุ่งมั่น จิตใจที่ไม่ยอมแพ้ สปิริต 3.ความอยากกิน ความอยากได้ "
309,維持,いじ,"รักษา,บำรุง,ดูแล,จรรโลง,พยุง,รักษาให้คงอยู่,ค้ำจุน"
310,遺児,いじ,ลูกกำพร้า
311,石頭,いしあたま,1. หัวแข็งเหมือนหิน 2. หัวดื้อ หัวรั้น ดื้อ
312,石垣,いしがき,กำแพงหิน
313,石川県,いしかわけん,จังหวัดอิชิกาว่า
314,意識,いしき,"1.คำนึงถึง,สำนึก,ตระหนัก,จิตสำนึก 2.สติ รู้สึกตัว"
315,意識化,いしきか,"แบบฝึกหัดท้ายบท,การสรุปความเข้าใจ"
316,意識する,いしきする,"สำนึก,ตระหนัก"
317,意識不明,いしきふめい,หมดสติ ไม่ได้สติ เรียกสติกลับคืนมาไม่ได้ 
318,石切り,いしきり,เครื่องตัดหิน
319,意識を失う,いしきをうしなう,ไม่ได้สติ
320,意識を回復する,いしきをかいふくする,"ได้สติ,ฟื้น"
321,"<a href=""/dictionary/show/1773"">意志決定</a>",いしけってい,การตัดสินใจ
322,意思決定,いしけってい,การตัดสินใจ
323,意志決定過程,いしけっていかてい,กระบวนการการตัดสินใจ
324,意志決定支援システム,いしけっていしえんシステム,ระบบสนับสนุนการตัดสินใจ (DSS)
325,石蹴り,いしけり,"การเล่นเตะเบี้ย,การเล่นตังเต"
326,いじける,いじける,"1.งอหรือห่อตัวเพราะความหนาวหรือกลัว 2.(นิสัย
ทำตัว) ดื้อ ทำตัวขวางโลก 3.สบายๆ ไม่เร่งรีบ เรียบง่าย "
327,石粉,いしこ,ผงหิน
328,石ころ,いしころ,"ก้อนหิน,เศษหิน"
329,石塊,いしころ,"ก้อนหิน,เศษหิน"
330,礎,いしずえ,1.ฐานหินของสิ่งก่อสร้าง 2. พื้นฐาน แกนหลัก
331,維持する,いじする,"รักษา,บำรุง,ดูแล"
332,石段,いしだん,บันไดหิน
333,異質,いしつ,คุณสมบัติต่างกัน
334,遺失,いしつ,การทำตกหล่นสูญหาย
335,石突き,いしづき,"ฝักดาบ,ปลอกหุ้มปลายไม้เท้าหรือร่ม"
336,遺失物,いしつぶつ,สิ่งของที่ตกหล่นสูญหาย
337,石灰,いしばい,"ปูนขาว,หินปูน"
338,石橋,いしばし,สะพานหิน
339,維持費,いじひ,ค่าบำรุงรักษา
340,石塀,いしべい,กำแพงหิน
341,石部金吉,いしべきんきち,คนที่เคร่งครัดโดยไม่อะลุ้มอล่วย
342,石仏,いしぼとけ,พระพุทธรูปหิน
343,いじましい,いじましい,"ใจแคบ,จู้จี้จุกจิก,หยุมหยิม"
344,石室,いしむろ,ห้องที่สร้างด้วยหิน
345,苛め,いじめ,"การรังแก,การกลั่นแกล้ง,การข่มเหง"
346,いじめられる,いじめられる,"ถูกแกล้ง,ถูกรังแก"
347,苛める,いじめる,"รังแก,แกล้งกัน"
348,"<a href=""/dictionary/show/1802"">医者</a>",いしゃ,"หมอ,แพทย์"
349,胃弱,いじゃく,กระเพาะอาหารที่ย่อยได้ไม่ดี
350,慰謝料,いしゃりょう,"ค่าทำขวัญ,ค่าชดเชย,เงินเยียวยา,สินไหมทดแทน"
351,意趣,いしゅ,ความโกรธแค้น
352,異種,いしゅ,"ต่างพันธุ์,ต่างชนิด"
353,移住,いじゅう,"การย้ายไปอยู่,การอพยพ,การย้ายถิ่นฐานไป"
354,畏縮,いしゅく,หัวหดด้วยความกลัว
355,移出,いしゅつ,"การส่งออก,การส่งสินค้าไปขายต่างถิ่น (ในประเทศเดียวกัน)"
356,医術,いじゅつ,วิทยาการทางการแพทย์
357,弩,いしゆみ,"หน้าไม้แบบโบราณ,เครื่องยิงก้อนหินในการรบโบราณ"
358,石弓,いしゆみ,"หน้าไม้แบบโบราณ,เครื่องยิงก้อนหินในการรบโบราณ"
359,医書,いしょ,หนังสือด้านการแพทย์
360,遺書,いしょ,"จดหมายลาตาย,หนังสือหรือจดหมายที่ผู้ตายเขียนทิ้งไว้"
361,意匠,いしょう,"การคิดค้นสิ่งใหม่ ๆ,การออกแบบ ดีไซน์"
362,異称,いしょう,ชื่อเรียกอีกชื่อหนึ่ง
363,衣装・衣裳,いしょう,"เครื่องแต่งกาย,เสื้อผ้า"
364,以上,いじょう,"มากกว่า,เกินกว่า,ยิ่งกว่า,(ที่กล่าวมา)ข้างต้น,จบ"
365,委譲,いじょう,การยกกรรมสิทธิ์
366,"<a href=""/dictionary/show/1820"">異常</a>",いじょう,"ผิดปกติ,วิปริต,พิศดาร,พิลึก"
367,異常気象,いじょうきしょう,สภาพอากาศที่วิปริต
368,異常処置,いじょうしょち,การจัดการแก้ไขข้อผิดพลาด
369,異常な状態,いじょうなじょうたい,ภาวะผิดปกติ
370,偉丈夫,いじょうふ,"กำยำล่ำสัน,ผึ่งผาย"
371,依嘱,いしょく,การมอบหมายงานหรือแต่งตั้งคนนอกมารับหน้าที่
372,委嘱,いしょく,การมอบหมายงานหรือแต่งตั้งคนนอกมารับหน้าที่
373,移植,いしょく,"การย้ายต้นไม้,การปลูกถ่ายอวัยวะ,การปลูกฝังวัฒนธรรมต่างชาติ"
374,衣食住,いしょくじゅう,เครื่องนุ่งห่ม อาหาร และที่อยู่อาศัย
375,移植性,いしょくせい,"ความสามารถในการเคลื่อนย้ายได้,portability"
376,弄る,いじる,"1.จับเล่น ๆ (ไม่ใช่งานหลัก),ทำเล่นๆ 2.แหย่เล่น,กวน"
377,意地悪,いじわる,"ใจร้าย,กลั่นแกล้ง,(นิสัย) แกล้งให้คนอื่นเดือดร้อน"
