,Kanji,Word,Meaning
135,哀憐,あいれん,ความเวทนา
136,隘路,あいろ,"ถนนแคบ ๆ,คอขวด,จุดคับขัน"
137,哀話,あいわ,เรื่องเศร้าโศก
138,会う,あう,"พบ,เจอ"
139,"<a href=""/dictionary/show/221"">合う</a>",あう,"เข้ากัน,เหมาะกัน,ตรงกัน"
140,逢う,あう,"พบ,เจอ"
141,遭う,あう,ประสบหรือเจอ(อุบัติเหตุ)
142,喘ぐ,あえぐ,1.(หายใจ)หอบ 2.ตกอยู่ในสถานการณ์ที่ลำบาก
143,敢えて,あえて,"เสี่ยงทำ,ฝืนทำ,อาจหาญ,(เมื่อใช้กับรูปปฏิเสธ)ไม่ถึงกับ,ไม่...เลย"
144,敢えない,あえない,"ไม่ยืนยง,เร็วจนน่าใจหาย"
145,敢え無い,あえない,"ไม่ยืนยง,เร็วจนน่าใจหาย"
146,和え物,あえもの,อาหารประเภทยำ ที่ต้องใช้ซอสต่าง ๆ ในการคลุกเคล้าปรุงรส
147,和物,あえもの,อาหารประเภทยำ ที่ต้องใช้ซอสต่าง ๆ ในการคลุกเคล้าปรุงรส
148,韲え物,あえもの,อาหารประเภทยำ ที่ต้องใช้ซอสต่าง ๆ ในการคลุกเคล้าปรุงรส
149,韲物,あえもの,อาหารประเภทยำ ที่ต้องใช้ซอสต่าง ๆ ในการคลุกเคล้าปรุงรส
150,和える・虀える,あえる,ยำหรือคลุก(สลัด)
151,韲える,あえる,ยำหรือคลุก(สลัด)
152,亜鉛,あえん,สังกะสี
153,亜鉛鉱,あえんこう,แร่สังกะสีชนิดหนึ่ง สีเหลืองหรือดำเป็นสารประกอบของสังกะสีกับกำมะถัน
154,亜鉛板,あえんばん,แผ่นสังกะสี
155,青,あお,"สีน้ำเงิน,สีเขียว"
156,青青,あおあお,เป็นสีฟ้าหรือเขียวสดใส
157,青々,あおあお,เป็นสีฟ้าหรือเขียวสดใส
158,青あざ,あおあざ,"แผลถลอก,แผลฟกช้ำดำเขียว"
159,青痣,あおあざ,"แผลถลอก,แผลฟกช้ำดำเขียว"
160,葵,あおい,พืชไม้ดอกจำพวกหนึ่ง ดอกมีสีม่วงคราม
161,青い・蒼い,あおい,"สีน้ำเงิน,สีเขียว,(หน้า)ซีด"
162,青息吐息,あおいきといき,"ภาวะย่ำแย่,หืดขึ้นคอ"
163,亜欧,あおう,เอเชียและยุโรป
164,青梅,あおうめ,ลูกบ๊วยที่ยังไม่สุก
165,青蛙,あおがえる,กบสีเขียว
166,青かび,あおかび,ราเขียว
167,青黴,あおかび,ราเขียว
168,青枯れ病,あおがれびょう,โรคที่มักเกิดกับมะเขือ ทำให้แกนหรือใบอ่อนแห้งตาย
169,"<a href=""/dictionary/show/253"">仰ぐ</a>",あおぐ,"1.แหงนมอง 2.เคารพ 3.ขอ,เรียกร้อง 4.กระดก (ลงคอ)"
170,扇ぐ,あおぐ,โบกพัด
171,煽ぐ,あおぐ,โบกพัด
172,青草,あおくさ,หญ้าสีเขียว
173,青臭い,あおくさい,"เหม็นเขียว,อ่อนหัด,ไม่ประสีประสา"
174,青黒い,あおぐろい,เขียวคล้ำ
175,青ざめる,あおざめる,(หน้า)ซีด
176,青褪める,あおざめる,(หน้า)ซีด
177,青地,あおじ,ผ้าหรือพื้นสีน้ำเงิน
178,青写真,あおじゃしん,1. (เอกสาร) พิมพ์เขียว 2. แผนการในใจ ในอนาคต
179,青白い,あおじろい,"ขาวซีด,ซีดเผือด"
180,青信号,あおしんごう,ไฟเขียว (สัญญาณจราจร)
181,青図,あおず,พิมพ์เขียว
182,青筋,あおすじ,เส้นเลือดดำ
183,青内障,あおそこひ,โรคต้อหิน
184,青空,あおぞら,1.ท้องฟ้าสีคราม　2. สภาพจัดด้านนอก สภาพจัดกลางแจ้ง
185,青田,あおた,นาข้าวเขียวชอุ่ม
186,青田買い,あおたがい,"การจองซื้อข้าวก่อนฤดูเก็บเกี่ยว,การตกลงรับเข้าทำงานก่อนเรียนจบ"
187,青竹,あおだけ,ไผ่เขียว
188,青畳,あおだたみ,เสื่อญี่ปุ่นผืนใหม่
189,青立ち,あおだち,อาการที่ต้นกล้าไม่แตกรวงและเหี่ยวเฉาตาย เนื่องจากอากาศหรือแมลง
190,青天井,あおてんじょう,1.ท้องฟ้าสีคราม 2.ราคาทะลุเพดาน
191,青電話,あおでんわ,เครื่องโทรศัพท์สาธารณะที่เป็นสีเขียว
192,青砥,あおと,หินลับมีดชนิดหนึ่ง
193,青菜,あおな,ผักใบเขียว
194,青二才,あおにさい,"คนอ่อนหัด,พวกอ่อนหัดไร้ประสบการณ์"
195,青海苔,あおのり,สาหร่ายสีเขียว
196,青蝿,あおばえ,แมลงวันหัวเขียว
197,青瓢箪,あおびょうたん,"น้ำเต้าอ่อน,คนผอมแห้งแรงน้อย"
198,青膨れ,あおぶくれ,"บวม,ฟกช้ำดำเขียว"
199,青豆,あおまめ,ถั่วลันเตา
200,青味,あおみ,"ผักใบเขียวสำหรับประดับอาหาร,สีเขียวหรือสีน้ำเงินที่ปนอยู่เล็กน้อย"
201,青味泥,あおみどろ,สาหร่ายน้ำจืดชนิดหนึ่ง
202,仰むく,あおむく,"แหงนมอง,เงยหน้า"
203,仰向く,あおむく,"แหงนมอง,เงยหน้า"
204,仰向け・あお向け,あおむけ,"หงาย(หน้า),เงยหน้า"
205,仰向けに寝る,あおむけにねる,นอนหงาย
206,仰向ける,あおむける,แหงนมอง
207,青虫,あおむし,"หนอนผีเสื้อ,ดักแด้"
208,青物,あおもの,ผักใบเขียว
209,青森県,あおもりけん,จังหวัดอาโอโมริ
210,煽り,あおり,"การไหวเพราะลม,ผลกระทบ,กระแส"
211,煽る,あおる,"1.พัดให้เกิดลม,ลมพัดให้ไฟแรง 2.ยุยง,ปลุกเร้า,กระตุ้น 3.ไหว หรือ สะบัดเพราะลม 4.ช้อนถ่ายรูป 5.ซื้อกระตุ้นราคา,ซื้อปั่นราคา 6.(ขับรถ) บี้ตูด,จี้ตูด 7.กระตุกม้า (เพื่อให้วิ่งเร็ว)"
212,垢,あか,ขี้ไคล
213,淦,あか,น้ำสกปรกใต้ท้องเรือ
214,赤,あか,"สีแดง,คอมมิวนิสต์"
215,明明,あかあか,สว่างไสว
216,明々,あかあか,สว่างไสว
217,赤赤,あかあか,เป็นสีแดงโชติช่วง
218,赤々,あかあか,เป็นสีแดงโชติช่วง
219,赤い,あかい,สีแดง
220,赤い羽根,あかいはね,ขนนกย้อมสีแดงที่ติดให้แก่ผู้บริจาคเงินช่วยเหลือสังคม
221,赤色,あかいろ,สีแดง
222,赤鰯,あかいわし,ปลาซาร์ดีนหมักรำข้าว หรือนำไปตากแห้งอีกต่อหนึ่ง
223,赤鉛筆,あかえんぴつ,ดินสอสีแดง
224,赤貝,あかがい,หอยแครง
225,赤金,あかがね,ทองแดง
226,銅,あかがね,ทองแดง
227,赤紙,あかがみ,"ใบแดง,หมายเกณฑ์ทหารของญี่ปุ่นสมัยสงครามโลกครั้งที่ 2"
228,足掻き,あがき,การดิ้นรนกระเสือกกระสน
229,足掻きが取れない,あがきがとれない,ไปไม่รอด ไม่มีวิธีรับมือ
230,皸,あかぎれ,ผิวหนังที่แห้งแตกเนื่องจากความหนาว
231,皹,あかぎれ,ผิวหนังที่แห้งแตกเนื่องจากความหนาว
232,足掻く,あがく,"ตะเกียกตะกาย,กระเสือกกระสน,ดิ้นรน"
233,赤黒い,あかぐろい,สีแดงคล้ำ
234,赤毛,あかげ,เส้นผมหรือขนสีแดง
235,赤啄木鳥,あかげら,นกหัวขวานท้องแดง มีหลังสีดำลายขาว
236,赤子,あかご,"ทารก,เด็กอ่อน"
237,赤砂糖,あかざとう,น้ำตาลทรายแดง
238,赤錆,あかさび,สนิมเหล็ก
239,証,あかし,"สิ่งที่ใช้พิสูจน์ความถูกต้องหรือความจริง,หลักฐาน"
240,証し,あかし,"สิ่งที่ใช้พิสูจน์ความถูกต้องหรือความจริง,หลักฐาน"
241,赤地,あかじ,(ผ้า)ผืนสีแดง
242,赤字,あかじ,"ตัวแดง (บัญชี),การขาดทุน"
243,赤潮,あかしお,ผิวน้ำทะเลเป็นสีน้ำตาลแดงเนื่องจากการแพร่พันธ์ของแพลงตอน
244,赤字転換,あかじてんかん,พลิกขาดทุน
245,垢染みる,あかじみる,"เปรอะเปื้อนคราบขี้ไคล,ความรู้สึกว่าไม่สะอาด"
246,赤字予算,あかじよさん,งบประมาณแบบขาดดุล
247,赤信号,あかしんごう,ไฟแดง (ไฟจราจร)
248,赤新聞,あかしんぶん,หนังสือพิมพ์ที่มักลงเรื่องอื้อฉาวหรือข่าวคาว
249,明かす,あかす,"เผย,โต้รุ่ง"
250,飽かす,あかす,ใช้อย่างไม่อั้น
251,飽かず,あかず,อย่างไม่รู้จักเบื่อ
252,赤出し,あかだし,ซุปเต้าเจี้ยวญี่ปุ่นชนิดหนึ่ง
253,赤玉葱,あかたまねぎ,หอมแดง
254,赤茶ける,あかちゃける,"เป็นสีน้ำตาลแดง,(กระดาษ) เป็นสีน้ำตาลเหลือง"
255,赤ちゃん,あかちゃん,เด็กทารก
256,赤チン,あかチン,ยาแดง
257,暁,あかつき,1. ยามเช้า อรุณ 2. เมื่อถึงเวลานั้น ณ ตอนนั้น ใช้เหมือน 時、際 ได้ ( แต่แฝงความหมายว่าเมื่อเป็นไปตามที่คาดหวังไว้)
258,上がったり,あがったり,(ธุรกิจ)ไปไม่รอด ย่ำแย่
259,赤土,あかつち・せきど,"ดินสีน้ำตาลแดง,ดินที่ได้ธาตุเหล็กจากภูเขาไฟระเบิด ดินแดง"
260,赤電車,あかでんしゃ,รถไฟเที่ยวสุดท้าย
261,赤電話,あかでんわ,โทรศัพท์สาธารณะแบบสีแดง
262,赤蜻蛉,あかとんぼ,แมลงปอสีแดง
263,購う,あがなう,"ซื้อหา,แลกมา"
264,贖う,あがなう,"ชดใช้ (บาป ความผิด),ไถ่โทษ"
265,赤茄子,あかなす,มะเขือเทศ
266,垢抜け,あかぬけ,"ผ่านการขัดเกลาจนงดงาม,มีรสนิยม"
267,茜,あかね,ต้นไม้ชนิดหนึ่ง ลำต้นอ่อนมีหนาม รากสีแดงอมส้ม ใช้เป็นสีย้อมได้
268,茜色,あかねいろ,สีแสด
269,赤の他人,あかのたにん,คนแปลกหน้า
270,赤恥,あかはじ,อับอายขายหน้ามาก
271,赤旗,あかはた,"ธงแดง,ธงสัญญาณเตือนภัย,ธงของพรรคคอมมิวนิสต์"
272,赤肌,あかはだ,"ผิวถลอกเป็นสีแดง,(ภูขา)หัวโล้น"
273,赤膚,あかはだ,"ผิวถลอกเป็นสีแดง,(ภูขา)หัวโล้น"
274,赤裸,あかはだか,"เปลือยล่อนจ้อน,หมดเนื้อหมดตัว,สภาพที่สัตว์ถูกถอนขนออกไปหมด"
275,赤鼻,あかはな,จมูกแดง (เนื่องจากป่วยหรือดื่มเหล้า)
276,赤腹,あかはら,"นกตระกูลนกกระจอก หลังสีเขียวทึบปนน้ำตาล อกและท้องสีน้ำตาลแดง มีเสียงไพเราะ,จิ้งจกน้ำ,ปลาตระกูลปลาเมืองจีน แถบสีแดง,เส้นใต้ท้องในฤดูผสมพันธุ์"
277,赤帽,あかぼう,หมวกสีแดง
278,赤身,あかみ,เนื้อไม่ติดมัน
279,赤目軽減,あかめけいげん,แฟลชแก้ตาแดง
280,崇める,あがめる,"บูชา,หลงใหลศรัทธา,เทิดทูน,เคารพ"
281,赤らむ,あからむ,"1.(ผลไม้ หรือ ดอก) สุก,เป็นสีแดง 2.หน้าแดง"
282,赤らめる,あからめる,"(หน้า)แดง,ทำให้แดง"
283,明かり,あかり,"แสง,แสงไฟ,แสงสว่าง"
284,明り,あかり,"แสง,แสงไฟ,แสงสว่าง"
285,上がり,あがり,"การขึ้น(ของราคา,ระดับ),การเสร็จเป็นรูปร่าง,หลังจาก...,มาจาก(อาชีพหรือตำแหน่งเดิม)"
286,上がる,あがる,"ขึ้น,(ราคา)สูงขึ้น"
287,揚がる,あがる,"ขึ้นสู่ฟ้า,ขึ้นบก,(เสียง)ดังออกมา,ทอดได้ที่"
288,明るい,あかるい,"สว่าง,(คน)ร่าเริง"
289,明るさ,あかるさ,"ความสว่างสดใส,ความร่าเริง"
290,赤ワイン,あかワイン,ไวน์แดง
291,赤ん坊,あかんぼう,"ทารก,เด็กอ่อน"
292,秋,あき,ฤดูใบไม้ร่วง
293,空き,あき,(ช่อง)ว่าง
294,飽き,あき,"ความเบื่อ(เพราะซ้ำซาก),เอียน"
295,飽き飽きする,あきあきする,เบื่อระอา
296,秋風,あきかぜ,ลมในฤดูใบไม้ร่วง
297,空き缶,あきかん,กระป๋องเปล่า
298,空缶,あきかん,กระป๋องเปล่า
299,秋桜,あきざくら,ดอกซากุระที่บานในฤดูใบไม้ร่วง
300,秋雨,あきさめ,ฝนที่ตกในช่วงที่เข้าสู่ฤดูใบไม้ร่วง
301,空き巣,あきす,1.บ้านที่ไม่มีคนอยู่　2.คนหรือการขโมยที่ถือโอกาสตอนไม่มีใครอยู่บ้าน ขโมยขึ้นบ้าน
302,空き巣狙い,あきすねらい,คนหรือการขโมยที่ถือโอกาสตอนไม่มีใครอยู่บ้าน
303,秋空,あきぞら,ท้องฟ้าในฤดูใบไม้ร่วง
304,秋田県,あきたけん,จังหวัดอากิตะ
305,空き地,あきち,"ที่ดินว่าง,ที่ดินเปล่า"
306,空地,あきち,"ที่ดินว่าง,ที่ดินเปล่า"
307,飽きっぽい,あきっぽい,ขี้เบื่อ
308,商う,あきなう,ค้าขาย
309,空き箱,あきばこ,กล่องเปล่า
310,秋晴れ,あきばれ,ท้องฟ้าแจ่มใสในช่วงฤดูใบไม้ร่วง
311,空きファイル,あきファイル,ไฟล์เปล่า
312,秋めく,あきめく,สภาพอากาศสมกับเป็นฤดูใบไม้ร่วง
313,空き家,あきや,บ้านร้าง
314,空き容量,あきようりょう,เนื้อที่ว่าง (บนดิสก์)
315,明らか,あきらか,"แจ่มแจ้ง,ชัดเจน,แน่ชัด"
316,明らかになる,あきらかになる,ปรากฏออกมา
317,"<a href=""/dictionary/show/411"">諦める</a>",あきらめる,"ตัดใจ,ยอมแพ้,ถอดใจ"
318,飽きる,あきる,"เบื่อ,เอียน,จำเจ"
319,呆れて物が言えない,あきれてものがいえない,ตกตะลึงงงงันจนพูดอะไรไม่ออก
320,"<a href=""/dictionary/show/415"">呆れる</a>",あきれる,"1.อึ้ง,ประหลาดใจ  2.เอือม,หัวเสีย,ระอา,รับไม่ได้,แย่จนไม่อยากจะพูด"
321,商人,あきんど,พ่อค้า
322,あく,あく,ความดึงดัน
323,厭く,あく,"เบื่อ(เต็มทน),เอียน"
324,悪,あく,"ความชั่วช้า,ความเลว"
325,明く,あく,"ช่องว่าง,ช่องโหว่"
326,灰汁,あく,"1.น้ำด่าง,น้ำขี้เถ้า 2.รสขมหรือฝาด(ในพืช) 3. นิสัย หรือ เอกลักษณ์เฉพาะที่เข้าถึงยาก 4.ฟองหรือคราบน้ำซุปที่ต้มนานๆ"
327,空く,あく,"ว่าง,ว่างเปล่า,เว้นว่าง"
328,開く,あく,(ประตู)เปิด
329,飽く,あく,"เบื่อ(เต็มทน),เอียน"
330,悪意,あくい,เจตนาร้าย
331,悪疫,あくえき,โรคระบาด
332,悪事,あくじ,การก่อเรื่องชั่วร้าย
333,悪食,あくじき,1.การกินอาหารที่คนปกติทั่วไปไม่กินกัน 2.อาหารง่ายๆ
334,悪質,あくしつ,(สินค้า หรือ นิสัย)คุณภาพแย่
335,悪手,あくしゅ,"1.การเดินผิด,เดินพลาด (ศัพท์หมากรุก) 2.เดินหมากผิด,เดินเกมพลาด "
336,握手,あくしゅ,การทักทายด้วยการจับมือ
337,悪習,あくしゅう,"ความเคยชินที่ไม่ดี,นิสัยที่ไม่ดี"
338,悪臭,あくしゅう,"กลิ่นเหม็น,กลิ่นที่ทำให้รู้สึกไม่ดี"
339,握手する,あくしゅする,"จับมือทักทาย, จับมือแสดงความยินดี"
340,悪趣味,あくしゅみ,รสนิยมห่วย
341,悪循環,あくじゅんかん,การส่งผลกระทบในทางลบ วัฏจักร หรือ วังวนในทางลบ
342,悪所,あくしょ,"แหล่งเที่ยวผู้หญิง,สถานที่อันตราย,สถานที่อโคจร"
